file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_1 39 37 116161 2095276 31788262
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_10 -1 36 180000 3510199 43680611
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_11 -1 36 180000 3999104 40955788
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_12 31 29 10409 246404 3997928
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_13 32 30 22567 490157 7881001
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_14 36 33 41774 863024 12729724
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_15 32 31 1868 52874 953995
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_16 33 29 166371 3566597 39713193
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_17 38 36 91664 1754650 25560635
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_18 30 28 18798 448604 5935169
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_19 -1 34 180000 3881128 37325763
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_2 31 29 20623 455667 6978230
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_3 28 26 2834 86184 1275406
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_4 34 32 22818 483731 7725452
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_5 29 27 6157 160641 2492057
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_6 -1 37 180000 3241810 46492908
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_7 39 37 161253 2878690 41633390
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_8 40 37 175477 3590855 40002101
../data/random_experiments_paper/n_25/set_0/triangulation/t_0 ../data/random_experiments_paper/n_25/set_0/triangulation/t_9 37 37 0 37 967
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_10 -1 34 180000 3917101 42425359
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_11 -1 39 180000 4031355 40372460
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_12 -1 32 180000 3642786 45374768
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_13 34 32 9577 244953 3466168
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_14 29 29 0 29 745
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_15 34 33 7744 191531 2965352
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_16 -1 33 180000 3919135 36587773
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_17 31 28 11182 305946 3863958
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_18 39 37 96382 1893401 25660780
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_19 33 32 4328 114059 1977625
../data/random_experiments_paper/n_25/set_0/triangulation/t_1 ../data/random_experiments_paper/n_25/set_0/triangulation/t_2 -1 36 180000 3639191 41317699
