file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_1 27 23 3564 196756 906699
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_10 27 22 3007 175218 816390
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_11 22 20 20 1778 20314
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_12 29 24 1626 102701 557998
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_13 27 25 97 8002 64282
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_14 28 23 1948 110302 691591
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_15 30 26 2885 152109 786826
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_16 29 25 1333 80885 500730
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_17 24 23 31 2766 24119
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_18 32 27 7445 378495 1564192
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_19 22 21 24 2021 21618
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_2 21 18 26 2583 22874
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_3 30 24 6278 333338 1315197
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_4 13 12 0 93 1159
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_5 28 24 3437 194737 921409
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_6 20 19 16 1518 14661
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_7 24 22 98 7865 72322
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_8 25 24 54 4472 42120
../data/random_experiments_paper/n_20/set_5/triangulation/t_0 ../data/random_experiments_paper/n_20/set_5/triangulation/t_9 27 25 127 10651 84133
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_10 27 21 10144 497357 2205905
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_11 28 23 7033 356871 1495075
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_12 30 24 8534 394943 2257892
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_13 26 22 3249 186246 797060
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_14 30 23 18198 836922 3647081
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_15 19 17 6 622 7436
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_16 27 23 458 33112 244072
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_17 18 15 43 3916 33612
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_18 33 26 24361 1128698 4834708
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_19 17 16 3 292 3683
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_2 26 22 822 51183 359883
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_3 26 21 569 41392 279907
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_4 27 21 11361 571316 2241803
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_5 29 23 9842 503699 2023732
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_6 22 21 60 4746 48320
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_7 19 18 7 665 8035
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_8 19 16 39 3360 33673
../data/random_experiments_paper/n_20/set_5/triangulation/t_1 ../data/random_experiments_paper/n_20/set_5/triangulation/t_9 18 17 2 204 2485
../data/random_experiments_paper/n_20/set_5/triangulation/t_10 ../data/random_experiments_paper/n_20/set_5/triangulation/t_11 24 22 255 19861 144330
../data/random_experiments_paper/n_20/set_5/triangulation/t_10 ../data/random_experiments_paper/n_20/set_5/triangulation/t_12 21 19 55 4759 42209
../data/random_experiments_paper/n_20/set_5/triangulation/t_10 ../data/random_experiments_paper/n_20/set_5/triangulation/t_13 24 20 918 59518 387220
../data/random_experiments_paper/n_20/set_5/triangulation/t_10 ../data/random_experiments_paper/n_20/set_5/triangulation/t_14 25 23 419 27270 233377
../data/random_experiments_paper/n_20/set_5/triangulation/t_10 ../data/random_experiments_paper/n_20/set_5/triangulation/t_15 29 24 6364 319046 1460496
../data/random_experiments_paper/n_20/set_5/triangulation/t_10 ../data/random_experiments_paper/n_20/set_5/triangulation/t_16 16 16 0 16 246
