file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_1 -45 41 180000 1329896 28155871
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_10 28 27 21918 207366 4410609
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_11 -50 49 180000 1391835 33101683
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_12 -45 44 180000 1359630 31937152
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_13 -51 49 180000 1354659 27299026
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_14 -47 45 180000 1330906 31565965
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_15 -52 51 180000 1261747 28987617
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_16 48 47 141273 1065189 23460345
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_17 -50 47 180000 1268107 24305768
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_18 -51 49 180000 1248124 29385646
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_19 -48 39 180000 1351598 24446138
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_2 -45 43 180000 1469490 26285127
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_3 -54 52 180000 1343944 28356711
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_4 -62 59 180000 1139983 25993343
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_5 -57 54 180000 1260814 26470679
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_6 -49 46 180000 1426166 29497221
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_7 -56 50 180000 1238506 24552154
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_8 42 41 41876 341206 6887038
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_9 -49 48 180000 1325018 25693393
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_10 -47 44 180000 1281384 28191257
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_11 -59 54 180000 1288443 29436669
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_12 38 38 24747 217766 5178285
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_13 -48 46 180000 1383938 32057734
