file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_1 -1 37 180000 3086817 48213887
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_10 28 27 11104 207365 4410590
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_11 -1 45 180000 2510049 51271967
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_12 -1 39 180000 2968869 49274856
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_13 -1 45 180000 2758621 48432436
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_14 -1 41 185359 2616260 49969849
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_15 -1 44 180000 3419592 45008811
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_16 -1 46 180000 2680529 50483973
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_17 -1 41 180000 3324260 45047477
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_18 -1 44 180000 2936886 48406640
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_19 -1 34 180000 3503576 46508222
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_2 -1 39 180000 2905911 45876993
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_3 -1 46 180000 3134885 44424730
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_4 -1 49 180000 3359394 44621719
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_5 -1 48 180000 3452984 42469266
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_6 -1 43 180000 2508822 51555107
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_7 -1 44 180000 3321921 44156455
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_8 -1 38 180000 2713470 47017654
../data/random_experiments_paper/n_30/set_0/triangulation/t_0 ../data/random_experiments_paper/n_30/set_0/triangulation/t_9 -1 44 180000 3044313 42700866
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_10 -1 40 186047 2666313 49969866
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_11 -1 48 180000 2988593 47565421
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_12 -1 37 180000 2482295 51629309
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_13 -1 45 180000 2472558 55077241
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_14 -1 43 180000 2640616 48180328
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_15 -1 44 180000 2720955 49463705
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_16 -1 42 180000 2762937 48760994
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_17 33 32 78605 1159203 25486171
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_18 39 39 1 39 1382
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_19 35 34 48526 833766 15913678
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_2 -1 47 180000 2483187 52185896
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_3 -1 43 180000 2512691 51452894
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_4 -1 44 180000 2495961 52747151
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_5 33 33 0 33 1058
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_6 36 35 51666 800104 18875585
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_7 -1 31 180000 2663653 51559344
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_8 -1 47 180000 3125755 44601358
../data/random_experiments_paper/n_30/set_0/triangulation/t_1 ../data/random_experiments_paper/n_30/set_0/triangulation/t_9 -1 42 180000 2810039 49781281
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_11 35 34 43622 685830 14785888
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_12 -1 39 184093 2872533 49969859
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_13 -1 41 180000 2472194 50321592
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_14 -1 35 180000 2475815 53748063
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_15 38 35 24944 488347 8871802
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_16 -1 40 180000 2615075 49219633
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_17 -1 39 180000 3059458 48072900
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_18 -1 40 180000 3023769 48159167
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_19 -1 38 180000 3188314 47899330
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_2 -1 36 185238 2617657 49969861
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_3 -1 40 180000 3031974 47711526
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_4 -1 40 180000 3377000 44248506
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_5 -1 41 180000 3076778 49806368
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_6 -1 41 180000 2519501 50654472
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_7 -1 48 180000 3200201 45999802
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_8 -1 40 180000 2633332 50098763
../data/random_experiments_paper/n_30/set_0/triangulation/t_10 ../data/random_experiments_paper/n_30/set_0/triangulation/t_9 -1 38 180000 2964586 48360559
../data/random_experiments_paper/n_30/set_0/triangulation/t_11 ../data/random_experiments_paper/n_30/set_0/triangulation/t_12 -1 38 180000 2933202 49435593
../data/random_experiments_paper/n_30/set_0/triangulation/t_11 ../data/random_experiments_paper/n_30/set_0/triangulation/t_13 -1 36 180000 2742719 48595170
../data/random_experiments_paper/n_30/set_0/triangulation/t_11 ../data/random_experiments_paper/n_30/set_0/triangulation/t_14 -1 33 180596 2518420 49969858
