file1 file2 simple eppstein hanke 
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_1 2 2 2
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_10 6 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_11 8 10 10
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_12 7 11 11
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_13 8 12 14
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_14 5 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_15 7 7 7
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_16 7 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_17 6 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_18 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_19 6 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_2 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_3 8 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_4 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_5 4 4 4
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_6 4 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_7 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_8 5 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_0 ../data/random_experiments_paper/n_10/set_2/triangulation/t_9 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_10 6 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_11 8 10 10
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_12 7 11 11
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_13 8 12 14
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_14 5 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_15 7 7 7
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_16 7 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_17 6 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_18 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_19 6 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_2 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_3 8 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_4 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_5 4 4 4
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_6 4 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_7 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_8 5 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_1 ../data/random_experiments_paper/n_10/set_2/triangulation/t_9 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_11 8 10 10
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_12 7 11 11
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_13 8 12 14
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_14 5 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_15 7 7 7
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_16 7 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_17 6 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_18 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_19 6 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_2 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_3 8 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_4 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_5 4 4 4
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_6 4 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_7 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_8 5 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_10 ../data/random_experiments_paper/n_10/set_2/triangulation/t_9 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_12 7 11 11
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_13 8 12 14
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_14 5 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_15 7 7 7
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_16 7 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_17 6 6 6
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_18 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_19 6 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_2 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_3 8 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_4 8 8 8
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_5 4 4 4
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_6 4 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_7 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_8 5 5 5
../data/random_experiments_paper/n_10/set_2/triangulation/t_11 ../data/random_experiments_paper/n_10/set_2/triangulation/t_9 7 9 9
../data/random_experiments_paper/n_10/set_2/triangulation/t_12 ../data/random_experiments_paper/n_10/set_2/triangulation/t_13 8 12 14
