file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_1 34 31 32091 600844 4174757
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_10 23 23 0 23 426
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_11 37 35 3543 70328 796790
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_12 23 23 0 23 386
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_13 27 27 0 27 396
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_14 21 20 54 1627 17946
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_15 39 39 1 39 563
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_16 27 27 7 199 2941
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_17 32 31 113 2945 30437
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_18 29 29 1 29 540
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_19 27 26 71 2177 20202
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_2 21 21 0 21 333
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_3 22 22 0 22 377
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_4 36 33 6582 126464 1315648
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_5 30 27 641 15865 183836
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_6 28 27 197 5136 63906
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_7 19 19 0 19 295
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_8 27 26 39 1133 14123
../data/random_experiments_paper/n_20/set_0/triangulation/t_0 ../data/random_experiments_paper/n_20/set_0/triangulation/t_9 35 33 4928 103751 957673
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_10 21 21 0 21 399
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_11 20 20 0 20 377
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_12 25 24 101 2314 37202
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_13 32 31 5388 109071 1152320
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_14 28 28 7 208 3323
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_15 31 30 1247 31494 334379
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_16 18 18 0 18 354
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_17 24 24 0 24 480
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_18 21 21 0 21 366
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_19 28 27 115 2930 42488
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_2 27 27 2 67 1008
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_3 27 26 220 5290 75353
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_4 23 23 0 23 434
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_5 23 21 273 7180 92109
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_6 19 19 0 19 338
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_7 26 26 0 26 480
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_8 26 26 0 26 476
../data/random_experiments_paper/n_20/set_0/triangulation/t_1 ../data/random_experiments_paper/n_20/set_0/triangulation/t_9 17 17 0 17 341
../data/random_experiments_paper/n_20/set_0/triangulation/t_10 ../data/random_experiments_paper/n_20/set_0/triangulation/t_11 32 32 1 32 610
../data/random_experiments_paper/n_20/set_0/triangulation/t_10 ../data/random_experiments_paper/n_20/set_0/triangulation/t_12 19 19 0 19 358
../data/random_experiments_paper/n_20/set_0/triangulation/t_10 ../data/random_experiments_paper/n_20/set_0/triangulation/t_13 20 20 0 20 331
../data/random_experiments_paper/n_20/set_0/triangulation/t_10 ../data/random_experiments_paper/n_20/set_0/triangulation/t_14 23 23 0 23 449
../data/random_experiments_paper/n_20/set_0/triangulation/t_10 ../data/random_experiments_paper/n_20/set_0/triangulation/t_15 20 20 0 20 340
