file1 file2 flip heuristic runtime closed open
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_1 11 11 0 11 86
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_10 12 12 0 12 98
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_11 12 9 1 67 401
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_12 12 10 1 70 442
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 15 13 4 270 1150
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 10 10 0 10 82
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 5 5 0 5 37
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_16 15 14 1 88 519
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_17 8 7 0 13 90
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_18 15 14 0 21 146
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_19 11 10 0 11 98
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_2 6 6 0 6 47
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_3 16 14 0 60 389
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_4 15 14 0 32 210
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_5 11 10 0 25 188
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_6 12 11 0 18 138
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_7 10 10 0 10 81
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_8 10 9 0 13 99
../data/random_experiments_paper/n_15/set_5/triangulation/t_0 ../data/random_experiments_paper/n_15/set_5/triangulation/t_9 12 10 0 40 263
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_10 6 6 0 6 52
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_11 13 13 0 19 132
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_12 14 11 2 182 885
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_13 14 13 0 40 298
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_14 11 11 0 12 104
../data/random_experiments_paper/n_15/set_5/triangulation/t_1 ../data/random_experiments_paper/n_15/set_5/triangulation/t_15 11 11 0 11 81
